image,Prediction,GradCAM Heatmap,flag,username,timestamp
/Users/Saanvi/plant_disease_mldl/flagged/image/0be993c6a7869e40657e6feb58f46bcbb75e66f1/tmp6liyj2oh.jpg,"'
Disease: Tomato_Early_blight
Confidence: 0.997
Severity: 15.44 %
",/Users/Saanvi/plant_disease_mldl/flagged/GradCAM Heatmap/34e8a87b505571c8bcd1a428531cd21071f850ae/tmp_mo37un8.png,,,2026-03-14 17:04:46.332425
